userId,sessionId,gameVersion,roundNumber,msSinceSessionStart,msSinceRoundStart,timestamp,stage,tabEventDocId,visibilityState
steph,steph_1779143618202,one_vial_alternating,,7171,,2026-05-18 22:33:45.449,training,k6uva4VtNy0Wu0VpkeC4,hidden
